"disasterNumber","state","declarationType","fyDeclared","declarationTitle","incidentBeginDate","placeCode","designatedArea","durationInMonths","declarationInMonths","waitingTime"
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99119,"Maury (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99125,"Montgomery (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99129,"Morgan (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99131,"Obion (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99133,"Overton (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99135,"Perry (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99137,"Pickett (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99141,"Putnam (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99147,"Robertson (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99149,"Rutherford (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99151,"Scott (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99159,"Smith (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99161,"Stewart (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99165,"Sumner (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99167,"Tipton (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99169,"Trousdale (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99181,"Wayne (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99183,"Weakley (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99185,"White (County)",0,47.21,0
459,"TN","DR",1975,"SEVERE STORMS & FLOODING",1975-03-22,99187,"Williamson (County)",0,47.21,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99005,"Barbour (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99011,"Bullock (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99023,"Choctaw (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99029,"Cleburne (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99031,"Coffee (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99041,"Crenshaw (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99043,"Cullman (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99045,"Dale (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99047,"Dallas (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99061,"Geneva (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99073,"Jefferson (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99081,"Lee (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99085,"Lowndes (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99087,"Macon (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99101,"Montgomery (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99109,"Pike (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99115,"St. Clair (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99117,"Shelby (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99125,"Tuscaloosa (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99127,"Walker (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99129,"Washington (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99131,"Wilcox (County)",0,51.39,0
458,"AL","DR",1975,"SEVERE STORMS & FLOODING",1975-03-14,99133,"Winston (County)",0,51.39,0
457,"TX","DR",1975,"SEVERE STORMS & FLOODING",1975-02-15,99347,"Nacogdoches (County)",0,24.44,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99001,"Adjuntas (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99007,"Aguas Buenas (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99009,"Aibonito (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99013,"Arecibo (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99015,"Arroyo (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99017,"Barceloneta (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99019,"Barranquitas (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99025,"Caguas (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99029,"Canovanas (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99035,"Cayey (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99037,"Ceiba (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99039,"Ciales (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99041,"Cidra (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99043,"Coamo (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99045,"Comerio (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99047,"Corozal (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99053,"Fajardo (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99054,"Florida (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99055,"Guanica (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99057,"Guayama (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99059,"Guayanilla (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99063,"Gurabo (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99069,"Humacao (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99073,"Jayuya (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99075,"Juana Diaz (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99081,"Lares (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99085,"Las Piedras (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99089,"Luquillo (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99091,"Manati (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99093,"Maricao (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99095,"Maunabo (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99101,"Morovis (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99103,"Naguabo (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99105,"Naranjito (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99107,"Orocovis (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99109,"Patillas (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99111,"Penuelas (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99113,"Ponce (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99119,"Rio Grande (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99121,"Sabana Grande (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99123,"Salinas (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99129,"San Lorenzo (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99131,"San Sebastian (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99135,"Toa Alta (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99137,"Toa Baja (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99141,"Utuado (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99143,"Vega Alta (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99145,"Vega Baja (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99147,"Vieques (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99149,"Villalba (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99151,"Yabucoa (Municipio)",0,227.75,0
455,"PR","DR",1975,"FLOODING",1974-11-30,99153,"Yauco (Municipio)",0,227.75,0
454,"TX","DR",1975,"SEVERE STORMS & FLOODING",1974-11-30,99001,"Anderson (County)",0,40.08,0
454,"TX","DR",1975,"SEVERE STORMS & FLOODING",1974-11-30,99027,"Bell (County)",0,40.08,0
454,"TX","DR",1975,"SEVERE STORMS & FLOODING",1974-11-30,99097,"Cooke (County)",0,40.08,0
454,"TX","DR",1975,"SEVERE STORMS & FLOODING",1974-11-30,99121,"Denton (County)",0,40.08,0
454,"TX","DR",1975,"SEVERE STORMS & FLOODING",1974-11-30,99141,"El Paso (County)",0,40.08,0
454,"TX","DR",1975,"SEVERE STORMS & FLOODING",1974-11-30,99145,"Falls (County)",0,40.08,0
454,"TX","DR",1975,"SEVERE STORMS & FLOODING",1974-11-30,99223,"Hopkins (County)",0,40.08,0
454,"TX","DR",1975,"SEVERE STORMS & FLOODING",1974-11-30,99309,"McLennan (County)",0,40.08,0
454,"TX","DR",1975,"SEVERE STORMS & FLOODING",1974-11-30,99367,"Parker (County)",0,40.08,0
454,"TX","DR",1975,"SEVERE STORMS & FLOODING",1974-11-30,99491,"Williamson (County)",0,40.08,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99017,"Canadian (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99037,"Creek (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99043,"Dewey (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99053,"Grant (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99081,"Lincoln (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99083,"Logan (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99093,"Major (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99109,"Oklahoma (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99113,"Osage (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99117,"Pawnee (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99119,"Payne (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99143,"Tulsa (County)",0,30.79,0
453,"OK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-26,99147,"Washington (County)",0,30.79,0
452,"AK","DR",1975,"SEVERE STORMS & FLOODING",1974-11-14,75165,"Tanana (ANV/ANVSA)",0,93.11,0
451,"VI","DR",1975,"SEVERE STORMS, LANDSLIDES & FLOODING",1974-11-14,99010,"St. Croix (Island) (County-equivalent)",0,119.33,0
451,"VI","DR",1975,"SEVERE STORMS, LANDSLIDES & FLOODING",1974-11-14,99020,"St. John (Island) (County-equivalent)",0,119.33,0
451,"VI","DR",1975,"SEVERE STORMS, LANDSLIDES & FLOODING",1974-11-14,99030,"St. Thomas (Island) (County-equivalent)",0,119.33,0
447,"NY","DR",1974,"SEVERE STORMS & FLOODING",1974-07-23,99043,"Herkimer (County)",0,48.4,0
447,"NY","DR",1974,"SEVERE STORMS & FLOODING",1974-07-23,99065,"Oneida (County)",0,48.4,0
447,"NY","DR",1974,"SEVERE STORMS & FLOODING",1974-07-23,99067,"Onondaga (County)",0,48.4,0
447,"NY","DR",1974,"SEVERE STORMS & FLOODING",1974-07-23,99075,"Oswego (County)",0,48.4,0
446,"MN","DR",1974,"SEVERE STORMS & FLOODING",1974-07-13,99039,"Dodge (County)",0,47.48,0
446,"MN","DR",1974,"SEVERE STORMS & FLOODING",1974-07-13,99045,"Fillmore (County)",0,47.48,0
446,"MN","DR",1974,"SEVERE STORMS & FLOODING",1974-07-13,99055,"Houston (County)",0,47.48,0
446,"MN","DR",1974,"SEVERE STORMS & FLOODING",1974-07-13,99109,"Olmsted (County)",0,47.48,0
446,"MN","DR",1974,"SEVERE STORMS & FLOODING",1974-07-13,99157,"Wabasha (County)",0,47.48,0
446,"MN","DR",1974,"SEVERE STORMS & FLOODING",1974-07-13,99169,"Winona (County)",0,47.48,0
445,"OH","DR",1974,"HEAVY RAINS & FLOODING",1974-07-11,99165,"Warren (County)",0,40.74,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99005,"Allamakee (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99011,"Benton (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99023,"Butler (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99027,"Carroll (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99029,"Cass (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99031,"Cedar (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99039,"Clarke (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99043,"Clayton (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99045,"Clinton (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99047,"Crawford (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99055,"Delaware (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99057,"Des Moines (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99061,"Dubuque (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99073,"Greene (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99075,"Grundy (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99077,"Guthrie (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99085,"Harrison (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99095,"Iowa (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99097,"Jackson (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99099,"Jasper (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99103,"Johnson (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99105,"Jones (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99107,"Keokuk (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99113,"Linn (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99115,"Louisa (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99121,"Madison (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99123,"Mahaska (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99125,"Marion (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99127,"Marshall (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99131,"Mitchell (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99133,"Monona (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99153,"Polk (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99157,"Poweshiek (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99159,"Ringgold (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99163,"Scott (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99169,"Story (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99171,"Tama (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99177,"Van Buren (County)",0,53.19,0
443,"IA","DR",1974,"SEVERE STORMS & FLOODING",1974-06-24,99181,"Warren (County)",0,53.19,0
442,"KS","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99111,"Lyon (County)",0,30.46,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99001,"Adair (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99021,"Cherokee (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99035,"Craig (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99037,"Creek (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99041,"Delaware (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99081,"Lincoln (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99083,"Logan (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99097,"Mayes (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99107,"Okfuskee (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99109,"Oklahoma (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99111,"Okmulgee (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99113,"Osage (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99115,"Ottawa (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99119,"Payne (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99121,"Pittsburg (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99125,"Pottawatomie (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99131,"Rogers (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99133,"Seminole (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99143,"Tulsa (County)",0,45.77,0
441,"OK","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99145,"Wagoner (County)",0,45.77,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99005,"Becker (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99027,"Clay (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99029,"Clearwater (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99069,"Kittson (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99071,"Koochiching (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99077,"Lake of the Woods (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99087,"Mahnomen (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99089,"Marshall (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99107,"Norman (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99113,"Pennington (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99125,"Red Lake (County)",0,34.27,0
440,"MN","DR",1974,"HEAVY RAINS & FLOODING",1974-06-10,99135,"Roseau (County)",0,34.27,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99001,"Adair (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99003,"Andrew (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99005,"Atchison (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99007,"Audrain (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99009,"Barry (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99021,"Buchanan (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99025,"Caldwell (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99033,"Carroll (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99045,"Clark (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99047,"Clay (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99049,"Clinton (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99077,"Greene (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99087,"Holt (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99095,"Jackson (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99107,"Lafayette (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99145,"Newton (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99147,"Nodaway (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99163,"Pike (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99165,"Platte (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99173,"Ralls (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99177,"Ray (County)",0,58.25,0
439,"MO","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99199,"Scotland (County)",0,58.25,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99001,"Adams (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99003,"Alexander (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99009,"Brown (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99011,"Bureau (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99013,"Calhoun (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99015,"Carroll (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99017,"Cass (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99023,"Clark (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99029,"Coles (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99035,"Cumberland (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99037,"DeKalb (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99043,"DuPage (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99045,"Edgar (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99057,"Fulton (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99063,"Grundy (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99067,"Hancock (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99071,"Henderson (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99073,"Henry (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99083,"Jersey (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99085,"Jo Daviess (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99089,"Kane (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99093,"Kendall (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99095,"Knox (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99099,"La Salle (County)",0,75.3,0
438,"IL","DR",1974,"SEVERE STORMS & FLOODING",1974-06-10,99103,"Lee (County)",0,75.3,0
