Geography,Geographic Area Name,Total
0500000US26037,"Clinton County, Michigan",78031
0500000US26039,"Crawford County, Michigan",12911
0500000US26041,"Delta County, Michigan",36306
0500000US26043,"Dickinson County, Michigan",25516
0500000US26045,"Eaton County, Michigan",107202
0500000US26047,"Emmet County, Michigan",33526
0500000US26049,"Genesee County, Michigan",401661
0500000US26051,"Gladwin County, Michigan",25074
0500000US26053,"Gogebic County, Michigan",14120
0500000US26055,"Grand Traverse County, Michigan",93189
0500000US26057,"Gratiot County, Michigan",35847
0500000US26059,"Hillsdale County, Michigan",44038
0500000US26061,"Houghton County, Michigan",34631
0500000US26063,"Huron County, Michigan",31169
0500000US26065,"Ingham County, Michigan",268267
0500000US26067,"Ionia County, Michigan",62833
0500000US26069,"Iosco County, Michigan",24925
0500000US26071,"Iron County, Michigan",11170
0500000US26073,"Isabella County, Michigan",59569
0500000US26075,"Jackson County, Michigan",151000
0500000US26077,"Kalamazoo County, Michigan",253356
0500000US26079,"Kalkaska County, Michigan",17680
0500000US26081,"Kent County, Michigan",644240
0500000US26083,"Keweenaw County, Michigan",2047
0500000US26085,"Lake County, Michigan",11948
0500000US26087,"Lapeer County, Michigan",86792
0500000US26089,"Leelanau County, Michigan",22038
0500000US26091,"Lenawee County, Michigan",94394
0500000US26093,"Livingston County, Michigan",191793
0500000US26095,"Luce County, Michigan",4498
0500000US26097,"Mackinac County, Michigan",10681
0500000US26099,"Macomb County, Michigan",870714
0500000US26101,"Manistee County, Michigan",23661
0500000US26103,"Marquette County, Michigan",63158
0500000US26105,"Mason County, Michigan",28753
0500000US26107,"Mecosta County, Michigan",37270
0500000US26109,"Menominee County, Michigan",22947
0500000US26111,"Midland County, Michigan",82130
0500000US26113,"Missaukee County, Michigan",14888
0500000US26115,"Monroe County, Michigan",152293
0500000US26117,"Montcalm County, Michigan",63652
0500000US26119,"Montmorency County, Michigan",9029
0500000US26121,"Muskegon County, Michigan",169411
0500000US26123,"Newaygo County, Michigan",49052
0500000US26125,"Oakland County, Michigan",1261186
0500000US26127,"Oceana County, Michigan",26207
0500000US26129,"Ogemaw County, Michigan",20341
0500000US26131,"Ontonagon County, Michigan",5829
0500000US26133,"Osceola County, Michigan",22459
0500000US26135,"Oscoda County, Michigan",8153
0500000US26137,"Otsego County, Michigan",24644
0500000US26139,"Ottawa County, Michigan",284054
0500000US26141,"Presque Isle County, Michigan",12837
0500000US26143,"Roscommon County, Michigan",23121
0500000US26145,"Saginaw County, Michigan",184395
0500000US26147,"St. Clair County, Michigan",158115
0500000US26149,"St. Joseph County, Michigan",59879
0500000US26151,"Sanilac County, Michigan",40223
0500000US26153,"Schoolcraft County, Michigan",7891
0500000US26155,"Shiawassee County, Michigan",67316
0500000US26157,"Tuscola County, Michigan",52255
0500000US26159,"Van Buren County, Michigan",74623
0500000US26161,"Washtenaw County, Michigan",352632
0500000US26163,"Wayne County, Michigan",1770587
0500000US26165,"Wexford County, Michigan",33183
0500000US27001,"Aitkin County, Minnesota",15542
0500000US27003,"Anoka County, Minnesota",357436
0500000US27005,"Becker County, Minnesota",34342
0500000US27007,"Beltrami County, Minnesota",43999
0500000US27009,"Benton County, Minnesota",40380
0500000US27011,"Big Stone County, Minnesota",5020
0500000US27013,"Blue Earth County, Minnesota",65213
0500000US27015,"Brown County, Minnesota",24822
0500000US27017,"Carlton County, Minnesota",34205
0500000US27019,"Carver County, Minnesota",104619
0500000US27021,"Cass County, Minnesota",29492
0500000US27023,"Chippewa County, Minnesota",12295
0500000US27025,"Chisago County, Minnesota",54823
0500000US27027,"Clay County, Minnesota",61584
0500000US27029,"Clearwater County, Minnesota",8386
0500000US27031,"Cook County, Minnesota",5525
0500000US27033,"Cottonwood County, Minnesota",11315
0500000US27035,"Crow Wing County, Minnesota",64935
0500000US27037,"Dakota County, Minnesota",432943
0500000US27039,"Dodge County, Minnesota",20609
0500000US27041,"Douglas County, Minnesota",38271
0500000US27043,"Faribault County, Minnesota",13628
0500000US27045,"Fillmore County, Minnesota",20731
0500000US27047,"Freeborn County, Minnesota",30356
0500000US27049,"Goodhue County, Minnesota",46604
0500000US27051,"Grant County, Minnesota",5943
0500000US27053,"Hennepin County, Minnesota",1249220
0500000US27055,"Houston County, Minnesota",18554
0500000US27057,"Hubbard County, Minnesota",20872
0500000US27059,"Isanti County, Minnesota",40246
0500000US27061,"Itasca County, Minnesota",43870
0500000US27063,"Jackson County, Minnesota",9849
0500000US27065,"Kanabec County, Minnesota",15721
0500000US27067,"Kandiyohi County, Minnesota",42531
0500000US27069,"Kittson County, Minnesota",4073
0500000US27071,"Koochiching County, Minnesota",11934
0500000US27073,"Lac qui Parle County, Minnesota",6605
0500000US27075,"Lake County, Minnesota",10655
0500000US27077,"Lake of the Woods County, Minnesota",3714
0500000US27079,"Le Sueur County, Minnesota",28318
0500000US27081,"Lincoln County, Minnesota",5485
0500000US27083,"Lyon County, Minnesota",24424
0500000US27085,"McLeod County, Minnesota",36286
0500000US27087,"Mahnomen County, Minnesota",5288
0500000US27089,"Marshall County, Minnesota",8929
0500000US27091,"Martin County, Minnesota",19850
0500000US27093,"Meeker County, Minnesota",22911
0500000US27095,"Mille Lacs County, Minnesota",25812
0500000US27097,"Morrison County, Minnesota",33392
0500000US27099,"Mower County, Minnesota",39161
0500000US27101,"Murray County, Minnesota",8090
0500000US27103,"Nicollet County, Minnesota",31826
0500000US27105,"Nobles County, Minnesota",21895
0500000US27107,"Norman County, Minnesota",6316
0500000US27109,"Olmsted County, Minnesota",158267
0500000US27111,"Otter Tail County, Minnesota",58744
0500000US27113,"Pennington County, Minnesota",13866
0500000US27115,"Pine County, Minnesota",27328
0500000US27117,"Pipestone County, Minnesota",9218
0500000US27119,"Polk County, Minnesota",30199
0500000US27121,"Pope County, Minnesota",11014
0500000US27123,"Ramsey County, Minnesota",536204
0500000US27125,"Red Lake County, Minnesota",3905
0500000US27127,"Redwood County, Minnesota",15127
0500000US27129,"Renville County, Minnesota",14423
0500000US27131,"Rice County, Minnesota",58615
0500000US27133,"Rock County, Minnesota",9440
0500000US27135,"Roseau County, Minnesota",15044
0500000US27137,"St. Louis County, Minnesota",192339
0500000US27139,"Scott County, Minnesota",147688
0500000US27141,"Sherburne County, Minnesota",94130
0500000US27143,"Sibley County, Minnesota",14821
0500000US27145,"Stearns County, Minnesota",151152
0500000US27147,"Steele County, Minnesota",36863
0500000US27149,"Stevens County, Minnesota",9401
0500000US27151,"Swift County, Minnesota",9683
0500000US27153,"Todd County, Minnesota",24740
0500000US27155,"Traverse County, Minnesota",3283
0500000US27157,"Wabasha County, Minnesota",21212
0500000US27159,"Wadena County, Minnesota",13634
0500000US27161,"Waseca County, Minnesota",18037
0500000US27163,"Washington County, Minnesota",261262
0500000US27165,"Watonwan County, Minnesota",11105
0500000US27167,"Wilkin County, Minnesota",6391
0500000US27169,"Winona County, Minnesota",46459
0500000US27171,"Wright County, Minnesota",138525
0500000US27173,"Yellow Medicine County, Minnesota",9469
0500000US28001,"Adams County, Mississippi",27632
0500000US28003,"Alcorn County, Mississippi",34128
0500000US28005,"Amite County, Mississippi",12622
0500000US28007,"Attala County, Mississippi",17777
0500000US28009,"Benton County, Mississippi",7622
0500000US28011,"Bolivar County, Mississippi",29534
0500000US28013,"Calhoun County, Mississippi",13243
0500000US28015,"Carroll County, Mississippi",9749
0500000US28017,"Chickasaw County, Mississippi",16588
0500000US28019,"Choctaw County, Mississippi",8153
0500000US28021,"Claiborne County, Mississippi",8262
0500000US28023,"Clarke County, Mississippi",15591
0500000US28025,"Clay County, Mississippi",18539
0500000US28027,"Coahoma County, Mississippi",21259
0500000US28029,"Copiah County, Mississippi",27533
0500000US28031,"Covington County, Mississippi",18252
0500000US28033,"DeSoto County, Mississippi",181319
0500000US28035,"Forrest County, Mississippi",74632
0500000US28037,"Franklin County, Mississippi",7628
0500000US28039,"George County, Mississippi",23583
0500000US28041,"Greene County, Mississippi",9681
0500000US28043,"Grenada County, Mississippi",21340
0500000US28045,"Hancock County, Mississippi",45529
0500000US28047,"Harrison County, Mississippi",201757
0500000US28049,"Hinds County, Mississippi",222786
0500000US28051,"Holmes County, Mississippi",16566
0500000US28053,"Humphreys County, Mississippi",7838
0500000US28055,"Issaquena County, Mississippi",781
0500000US28057,"Itawamba County, Mississippi",22464
0500000US28059,"Jackson County, Mississippi",141506
0500000US28061,"Jasper County, Mississippi",16257
0500000US28063,"Jefferson County, Mississippi",6787
0500000US28065,"Jefferson Davis County, Mississippi",11219
0500000US28067,"Jones County, Mississippi",66018
0500000US28069,"Kemper County, Mississippi",8341
0500000US28071,"Lafayette County, Mississippi",51483
0500000US28073,"Lamar County, Mississippi",63082
0500000US28075,"Lauderdale County, Mississippi",70470
0500000US28077,"Lawrence County, Mississippi",12053
0500000US28079,"Leake County, Mississippi",20912
0500000US28081,"Lee County, Mississippi",82289
0500000US28083,"Leflore County, Mississippi",27301
0500000US28085,"Lincoln County, Mississippi",34451
0500000US28087,"Lowndes County, Mississippi",57180
0500000US28089,"Madison County, Mississippi",106575
0500000US28091,"Marion County, Mississippi",23813
0500000US28093,"Marshall County, Mississippi",31820
0500000US28095,"Monroe County, Mississippi",33618
0500000US28097,"Montgomery County, Mississippi",9841
0500000US28099,"Neshoba County, Mississippi",28661
0500000US28101,"Newton County, Mississippi",20768
0500000US28103,"Noxubee County, Mississippi",10226
0500000US28105,"Oktibbeha County, Mississippi",47123
0500000US28107,"Panola County, Mississippi",33050
0500000US28109,"Pearl River County, Mississippi",54704
0500000US28111,"Perry County, Mississippi",11406
0500000US28113,"Pike County, Mississippi",39133
0500000US28115,"Pontotoc County, Mississippi",30835
0500000US28117,"Prentiss County, Mississippi",23905
0500000US28119,"Quitman County, Mississippi",6179
0500000US28121,"Rankin County, Mississippi",150841
0500000US28123,"Scott County, Mississippi",27702
0500000US28125,"Sharkey County, Mississippi",4071
0500000US28127,"Simpson County, Mississippi",25493
0500000US28129,"Smith County, Mississippi",14381
0500000US28131,"Stone County, Mississippi",17585
0500000US28133,"Sunflower County, Mississippi",22377
0500000US28135,"Tallahatchie County, Mississippi",12092
0500000US28137,"Tate County, Mississippi",26163
0500000US28139,"Tippah County, Mississippi",21529
0500000US28141,"Tishomingo County, Mississippi",18705
0500000US28143,"Tunica County, Mississippi",9745
0500000US28145,"Union County, Mississippi",27439
0500000US28147,"Walthall County, Mississippi",13856
0500000US28149,"Warren County, Mississippi",44461
0500000US28151,"Washington County, Mississippi",44942
0500000US28153,"Wayne County, Mississippi",19712
0500000US28155,"Webster County, Mississippi",9828
0500000US28157,"Wilkinson County, Mississippi",7536
0500000US28159,"Winston County, Mississippi",17344
0500000US28161,"Yalobusha County, Mississippi",12340
0500000US28163,"Yazoo County, Mississippi",22596
0500000US29001,"Adair County, Missouri",22941
0500000US29003,"Andrew County, Missouri",17749
0500000US29005,"Atchison County, Missouri",5214
0500000US29007,"Audrain County, Missouri",23732
0500000US29009,"Barry County, Missouri",33937
0500000US29011,"Barton County, Missouri",11545
0500000US29013,"Bates County, Missouri",15701
0500000US29015,"Benton County, Missouri",19121
0500000US29017,"Bollinger County, Missouri",10650
0500000US29019,"Boone County, Missouri",173050
0500000US29021,"Buchanan County, Missouri",81746
0500000US29023,"Butler County, Missouri",41475
0500000US29025,"Caldwell County, Missouri",8584
0500000US29027,"Callaway County, Missouri",40614
0500000US29029,"Camden County, Missouri",42311
0500000US29031,"Cape Girardeau County, Missouri",77741
0500000US29033,"Carroll County, Missouri",8464
0500000US29035,"Carter County, Missouri",5242
0500000US29037,"Cass County, Missouri",105671
0500000US29039,"Cedar County, Missouri",13998
0500000US29041,"Chariton County, Missouri",7192
0500000US29043,"Christian County, Missouri",86845
0500000US29045,"Clark County, Missouri",6571
0500000US29047,"Clay County, Missouri",247434
0500000US29049,"Clinton County, Missouri",20587
0500000US29051,"Cole County, Missouri",72724
0500000US29053,"Cooper County, Missouri",15842
0500000US29055,"Crawford County, Missouri",22788
0500000US29057,"Dade County, Missouri",7444
0500000US29059,"Dallas County, Missouri",16712
0500000US29061,"Daviess County, Missouri",8208
0500000US29063,"DeKalb County, Missouri",8751
0500000US29065,"Dent County, Missouri",14399
0500000US29067,"Douglas County, Missouri",11688
0500000US29069,"Dunklin County, Missouri",27817
0500000US29071,"Franklin County, Missouri",102968
0500000US29073,"Gasconade County, Missouri",14557
0500000US29075,"Gentry County, Missouri",6085
0500000US29077,"Greene County, Missouri",285373
0500000US29079,"Grundy County, Missouri",9596
0500000US29081,"Harrison County, Missouri",8090
0500000US29083,"Henry County, Missouri",21530
0500000US29085,"Hickory County, Missouri",8339
0500000US29087,"Holt County, Missouri",4183
0500000US29089,"Howard County, Missouri",9414
0500000US29091,"Howell County, Missouri",39087
0500000US29093,"Iron County, Missouri",9264
0500000US29095,"Jackson County, Missouri",702276
0500000US29097,"Jasper County, Missouri",119807
0500000US29099,"Jefferson County, Missouri",223018
0500000US29101,"Johnson County, Missouri",49367
0500000US29103,"Knox County, Missouri",3729
0500000US29105,"Laclede County, Missouri",35429
0500000US29107,"Lafayette County, Missouri",32209
0500000US29109,"Lawrence County, Missouri",37490
0500000US29111,"Lewis County, Missouri",9261
0500000US29113,"Lincoln County, Missouri",57603
0500000US29115,"Linn County, Missouri",11816
0500000US29117,"Livingston County, Missouri",13809
0500000US29119,"McDonald County, Missouri",23038
0500000US29121,"Macon County, Missouri",14953
0500000US29123,"Madison County, Missouri",12354
0500000US29125,"Maries County, Missouri",8395
0500000US29127,"Marion County, Missouri",27301
0500000US29129,"Mercer County, Missouri",3502
0500000US29131,"Miller County, Missouri",24220
0500000US29133,"Mississippi County, Missouri",11441
0500000US29135,"Moniteau County, Missouri",14412
0500000US29137,"Monroe County, Missouri",8521
0500000US29139,"Montgomery County, Missouri",11058
0500000US29141,"Morgan County, Missouri",20433
0500000US29143,"New Madrid County, Missouri",16231
0500000US29145,"Newton County, Missouri",57621
0500000US29147,"Nodaway County, Missouri",18698
0500000US29149,"Oregon County, Missouri",8705
0500000US29151,"Osage County, Missouri",13126
0500000US29153,"Ozark County, Missouri",8531
0500000US29155,"Pemiscot County, Missouri",15725
0500000US29157,"Perry County, Missouri",18673
0500000US29159,"Pettis County, Missouri",42183
0500000US29161,"Phelps County, Missouri",41516
0500000US29163,"Pike County, Missouri",16027
0500000US29165,"Platte County, Missouri",104044
0500000US29167,"Polk County, Missouri",29957
0500000US29169,"Pulaski County, Missouri",43906
0500000US29171,"Putnam County, Missouri",4615
0500000US29173,"Ralls County, Missouri",10253
0500000US29175,"Randolph County, Missouri",22928
0500000US29177,"Ray County, Missouri",22819
0500000US29179,"Reynolds County, Missouri",5980
0500000US29181,"Ripley County, Missouri",10866
0500000US29183,"St. Charles County, Missouri",394681
0500000US29185,"St. Clair County, Missouri",8882
0500000US29186,"Ste. Genevieve County, Missouri",18087
0500000US29187,"St. Francois County, Missouri",61105
0500000US29189,"St. Louis County, Missouri",981082
0500000US29195,"Saline County, Missouri",21839
0500000US29197,"Schuyler County, Missouri",4069
0500000US29199,"Scotland County, Missouri",4661
0500000US29201,"Scott County, Missouri",37483
0500000US29203,"Shannon County, Missouri",6887
0500000US29205,"Shelby County, Missouri",5854
0500000US29207,"Stoddard County, Missouri",28386
0500000US29209,"Stone County, Missouri",30664
0500000US29211,"Sullivan County, Missouri",5840
0500000US29213,"Taney County, Missouri",54020
0500000US29215,"Texas County, Missouri",23447
0500000US29217,"Vernon County, Missouri",19089
0500000US29219,"Warren County, Missouri",34537
0500000US29221,"Washington County, Missouri",22713
0500000US29223,"Wayne County, Missouri",11096
0500000US29225,"Webster County, Missouri",37869
0500000US29227,"Worth County, Missouri",1962
0500000US29229,"Wright County, Missouri",17875
0500000US29510,"St. Louis city, Missouri",294961
0500000US30001,"Beaverhead County, Montana",8895
0500000US30003,"Big Horn County, Montana",12952
0500000US30005,"Blaine County, Montana",6953
0500000US30007,"Broadwater County, Montana",6589
0500000US30009,"Carbon County, Montana",10367
0500000US30011,"Carter County, Montana",1328
0500000US30013,"Cascade County, Montana",82131
0500000US30015,"Chouteau County, Montana",5857
0500000US30017,"Custer County, Montana",11597
0500000US30019,"Daniels County, Montana",1717
0500000US30021,"Dawson County, Montana",8595
0500000US30023,"Deer Lodge County, Montana",8892
0500000US30025,"Fallon County, Montana",2995
0500000US30027,"Fergus County, Montana",11208
0500000US30029,"Flathead County, Montana",102465
0500000US30031,"Gallatin County, Montana",112433
0500000US30033,"Garfield County, Montana",972
0500000US30035,"Glacier County, Montana",13525
0500000US30037,"Golden Valley County, Montana",820
0500000US30039,"Granite County, Montana",3268
0500000US30041,"Hill County, Montana",15900
0500000US30043,"Jefferson County, Montana",11869
0500000US30045,"Judith Basin County, Montana",2004
0500000US30047,"Lake County, Montana",30674
0500000US30049,"Lewis and Clark County, Montana",68871
0500000US30051,"Liberty County, Montana",2008
0500000US30053,"Lincoln County, Montana",19468
0500000US30055,"McCone County, Montana",1778
0500000US30057,"Madison County, Montana",8431
0500000US30059,"Meagher County, Montana",1860
0500000US30061,"Mineral County, Montana",4393
0500000US30063,"Missoula County, Montana",114770
0500000US30065,"Musselshell County, Montana",4787
0500000US30067,"Park County, Montana",16954
0500000US30069,"Petroleum County, Montana",426
0500000US30071,"Phillips County, Montana",4184
0500000US30073,"Pondera County, Montana",5839
0500000US30075,"Powder River County, Montana",1731
0500000US30077,"Powell County, Montana",5347
0500000US30079,"Prairie County, Montana",1197
0500000US30081,"Ravalli County, Montana",43386
0500000US30083,"Richland County, Montana",11333
0500000US30085,"Roosevelt County, Montana",10445
0500000US30087,"Rosebud County, Montana",8365
0500000US30089,"Sanders County, Montana",12109
0500000US30091,"Sheridan County, Montana",3461
0500000US30093,"Silver Bow County, Montana",33955
0500000US30095,"Stillwater County, Montana",8876
0500000US30097,"Sweet Grass County, Montana",3661
0500000US30099,"Teton County, Montana",6090
0500000US30101,"Toole County, Montana",4446
0500000US30103,"Treasure County, Montana",693
0500000US30105,"Valley County, Montana",7406
0500000US30107,"Wheatland County, Montana",2058
0500000US30109,"Wibaux County, Montana",998
0500000US30111,"Yellowstone County, Montana",159972
0500000US31001,"Adams County, Nebraska",29690
0500000US31003,"Antelope County, Nebraska",6217
0500000US31005,"Arthur County, Nebraska",472
0500000US31007,"Banner County, Nebraska",601
0500000US31009,"Blaine County, Nebraska",346
0500000US31011,"Boone County, Nebraska",5321
0500000US31013,"Box Butte County, Nebraska",10647
0500000US31015,"Boyd County, Nebraska",1778
0500000US31017,"Brown County, Nebraska",2721
0500000US31019,"Buffalo County, Nebraska",47547
0500000US31021,"Burt County, Nebraska",6627
0500000US31023,"Butler County, Nebraska",8183
0500000US31025,"Cass County, Nebraska",25979
0500000US31027,"Cedar County, Nebraska",8211
0500000US31029,"Chase County, Nebraska",3635
0500000US31031,"Cherry County, Nebraska",5445
0500000US31033,"Cheyenne County, Nebraska",9429
0500000US31035,"Clay County, Nebraska",5996
0500000US31037,"Colfax County, Nebraska",10374
0500000US31039,"Cuming County, Nebraska",8917
0500000US31041,"Custer County, Nebraska",10486
0500000US31043,"Dakota County, Nebraska",20988
0500000US31045,"Dawes County, Nebraska",7422
0500000US31047,"Dawson County, Nebraska",23762
0500000US31049,"Deuel County, Nebraska",1868
0500000US31051,"Dixon County, Nebraska",5554
0500000US31053,"Dodge County, Nebraska",36206
0500000US31055,"Douglas County, Nebraska",566234
0500000US31057,"Dundy County, Nebraska",1872
0500000US31059,"Fillmore County, Nebraska",5354
0500000US31061,"Franklin County, Nebraska",2843
0500000US31063,"Frontier County, Nebraska",2398
0500000US31065,"Furnas County, Nebraska",4569
0500000US31067,"Gage County, Nebraska",21305
0500000US31069,"Garden County, Nebraska",1699
0500000US31071,"Garfield County, Nebraska",1823
0500000US31073,"Gosper County, Nebraska",1775
0500000US31075,"Grant County, Nebraska",692
0500000US31077,"Greeley County, Nebraska",2188
0500000US31079,"Hall County, Nebraska",61561
0500000US31081,"Hamilton County, Nebraska",9261
0500000US31083,"Harlan County, Nebraska",3176
0500000US31085,"Hayes County, Nebraska",891
0500000US31087,"Hitchcock County, Nebraska",2593
0500000US31089,"Holt County, Nebraska",10044
0500000US31091,"Hooker County, Nebraska",676
0500000US31093,"Howard County, Nebraska",6414
0500000US31095,"Jefferson County, Nebraska",7069
0500000US31097,"Johnson County, Nebraska",4268
0500000US31099,"Kearney County, Nebraska",6528
0500000US31101,"Keith County, Nebraska",8216
0500000US31103,"Keya Paha County, Nebraska",946
0500000US31105,"Kimball County, Nebraska",3520
0500000US31107,"Knox County, Nebraska",8251
0500000US31109,"Lancaster County, Nebraska",306850
0500000US31111,"Lincoln County, Nebraska",34124
0500000US31113,"Logan County, Nebraska",865
0500000US31115,"Loup County, Nebraska",665
0500000US31117,"McPherson County, Nebraska",475
0500000US31119,"Madison County, Nebraska",34599
0500000US31121,"Merrick County, Nebraska",7552
0500000US31123,"Morrill County, Nebraska",4468
0500000US31125,"Nance County, Nebraska",3291
0500000US31127,"Nemaha County, Nebraska",6500
0500000US31129,"Nuckolls County, Nebraska",4066
0500000US31131,"Otoe County, Nebraska",15675
0500000US31133,"Pawnee County, Nebraska",2517
0500000US31135,"Perkins County, Nebraska",2835
0500000US31137,"Phelps County, Nebraska",8671
0500000US31139,"Pierce County, Nebraska",7137
0500000US31141,"Platte County, Nebraska",33721
0500000US31143,"Polk County, Nebraska",5140
0500000US31145,"Red Willow County, Nebraska",10375
0500000US31147,"Richardson County, Nebraska",7762
0500000US31149,"Rock County, Nebraska",1260
0500000US31151,"Saline County, Nebraska",13486
0500000US31153,"Sarpy County, Nebraska",186708
0500000US31155,"Saunders County, Nebraska",21726
0500000US31157,"Scotts Bluff County, Nebraska",35325
0500000US31159,"Seward County, Nebraska",16201
0500000US31161,"Sheridan County, Nebraska",5069
0500000US31163,"Sherman County, Nebraska",2931
0500000US31165,"Sioux County, Nebraska",1081
0500000US31167,"Stanton County, Nebraska",5805
0500000US31169,"Thayer County, Nebraska",4889
0500000US31171,"Thomas County, Nebraska",562
0500000US31173,"Thurston County, Nebraska",6725
0500000US31175,"Valley County, Nebraska",3969
0500000US31177,"Washington County, Nebraska",20449
0500000US31179,"Wayne County, Nebraska",8136
0500000US31181,"Webster County, Nebraska",3361
0500000US31183,"Wheeler County, Nebraska",735
0500000US31185,"York County, Nebraska",13222
0500000US32001,"Churchill County, Nevada",24461
0500000US32003,"Clark County, Nevada",2205977
0500000US32005,"Douglas County, Nevada",48814
0500000US32007,"Elko County, Nevada",52536
0500000US32009,"Esmeralda County, Nevada",981
0500000US32011,"Eureka County, Nevada",1598
0500000US32013,"Humboldt County, Nevada",17016
0500000US32015,"Lander County, Nevada",5686
0500000US32017,"Lincoln County, Nevada",4056
0500000US32019,"Lyon County, Nevada",57787
0500000US32021,"Mineral County, Nevada",4484
0500000US32023,"Nye County, Nevada",49280
0500000US32027,"Pershing County, Nevada",4866
0500000US32029,"Storey County, Nevada",4032
0500000US32031,"Washoe County, Nevada",473453
0500000US32033,"White Pine County, Nevada",7582
0500000US32510,"Carson City, Nevada",55530
0500000US33001,"Belknap County, New Hampshire",62642
0500000US33003,"Carroll County, New Hampshire",49311
0500000US33005,"Cheshire County, New Hampshire",72022
0500000US33007,"Coos County, New Hampshire",29324
0500000US33009,"Grafton County, New Hampshire",84830
0500000US33011,"Hillsborough County, New Hampshire",412807
0500000US33013,"Merrimack County, New Hampshire",146723
0500000US33015,"Rockingham County, New Hampshire",310070
0500000US33017,"Strafford County, New Hampshire",120582
0500000US33019,"Sullivan County, New Hampshire",42371
0500000US34001,"Atlantic County, New Jersey",268046
0500000US34003,"Bergen County, New Jersey",942365
0500000US34005,"Burlington County, New Jersey",448202
0500000US34007,"Camden County, New Jersey",514355
0500000US34009,"Cape May County, New Jersey",93848
0500000US34011,"Cumberland County, New Jersey",142878
0500000US34013,"Essex County, New Jersey",831578
0500000US34015,"Gloucester County, New Jersey",296358
0500000US34017,"Hudson County, New Jersey",704304
0500000US34019,"Hunterdon County, New Jersey",124957
0500000US34021,"Mercer County, New Jersey",368123
0500000US34023,"Middlesex County, New Jersey",831228
0500000US34025,"Monmouth County, New Jersey",635691
0500000US34027,"Morris County, New Jersey",500305
0500000US34029,"Ocean County, New Jersey",622935
0500000US34031,"Passaic County, New Jersey",513811
0500000US34033,"Salem County, New Jersey",63293
0500000US34035,"Somerset County, New Jersey",340361
0500000US34037,"Sussex County, New Jersey",143027
0500000US34039,"Union County, New Jersey",565128
0500000US34041,"Warren County, New Jersey",107700
0500000US35001,"Bernalillo County, New Mexico",667031
0500000US35003,"Catron County, New Mexico",3537
0500000US35005,"Chaves County, New Mexico",62457
0500000US35006,"Cibola County, New Mexico",25897
0500000US35007,"Colfax County, New Mexico",11830
0500000US35009,"Curry County, New Mexico",47689
0500000US35011,"De Baca County, New Mexico",1856
0500000US35013,"Doña Ana County, New Mexico",212381
0500000US35015,"Eddy County, New Mexico",60401
0500000US35017,"Grant County, New Mexico",27294
0500000US35019,"Guadalupe County, New Mexico",3774
0500000US35021,"Harding County, New Mexico",533
0500000US35023,"Hidalgo County, New Mexico",4116
0500000US35025,"Lea County, New Mexico",70064
0500000US35027,"Lincoln County, New Mexico",19871
0500000US35028,"Los Alamos County, New Mexico",19092
0500000US35029,"Luna County, New Mexico",24903
0500000US35031,"McKinley County, New Mexico",72252
0500000US35033,"Mora County, New Mexico",4215
0500000US35035,"Otero County, New Mexico",63814
0500000US35037,"Quay County, New Mexico",8460
0500000US35039,"Rio Arriba County, New Mexico",40137
0500000US35041,"Roosevelt County, New Mexico",18106
0500000US35043,"Sandoval County, New Mexico",146075
0500000US35045,"San Juan County, New Mexico",121148
0500000US35047,"San Miguel County, New Mexico",25900
0500000US35049,"Santa Fe County, New Mexico",151070
0500000US35051,"Sierra County, New Mexico",11207
0500000US35053,"Socorro County, New Mexico",15915
0500000US35055,"Taos County, New Mexico",34122
0500000US35057,"Torrance County, New Mexico",14921
0500000US35059,"Union County, New Mexico",3502
0500000US35061,"Valencia County, New Mexico",74050
0500000US36001,"Albany County, New York",298762
0500000US36003,"Allegany County, New York",41571
0500000US36005,"Bronx County, New York",1433574
0500000US36007,"Broome County, New York",188745
0500000US36009,"Cattaraugus County, New York",74788
0500000US36011,"Cayuga County, New York",71990
0500000US36013,"Chautauqua County, New York",122618
0500000US36015,"Chemung County, New York",79941
0500000US36017,"Chenango County, New York",46485
0500000US36019,"Clinton County, New York",72505
0500000US36021,"Columbia County, New York",59696
0500000US36023,"Cortland County, New York",43213
0500000US36025,"Delaware County, New York",42407
0500000US36027,"Dutchess County, New York",279766
0500000US36029,"Erie County, New York",925017
0500000US36031,"Essex County, New York",34906
0500000US36033,"Franklin County, New York",42862
0500000US36035,"Fulton County, New York",52394
0500000US36037,"Genesee County, New York",57333
0500000US36039,"Greene County, New York",44770
0500000US36041,"Hamilton County, New York",5019
0500000US36043,"Herkimer County, New York",59517
0500000US36045,"Jefferson County, New York",110671
0500000US36047,"Kings County, New York",2685920
0500000US36049,"Lewis County, New York",26388
0500000US36051,"Livingston County, New York",56436
0500000US36053,"Madison County, New York",63047
0500000US36055,"Monroe County, New York",731851
0500000US36057,"Montgomery County, New York",48709
0500000US36059,"Nassau County, New York",1371412
0500000US36061,"New York County, New York",1621702
0500000US36063,"Niagara County, New York",208984
0500000US36065,"Oneida County, New York",220439
0500000US36067,"Onondaga County, New York",454912
0500000US36069,"Ontario County, New York",108685
0500000US36071,"Orange County, New York",387840
0500000US36073,"Orleans County, New York",37929
0500000US36075,"Oswego County, New York",112316
0500000US36077,"Otsego County, New York",53708
0500000US36079,"Putnam County, New York",96570
0500000US36081,"Queens County, New York",2366297
0500000US36083,"Rensselaer County, New York",155369
0500000US36085,"Richmond County, New York",487972
